ID_Transaksi,Umur_Pelanggan,Pendapatan_Bulanan,Jumlah_Item,Total_Belanja,Kategori_Produk
729,34,2513953,1,454696,Elektronik
730,21,8051865,6,2584242,Makanan
731,63,14626948,6,2907045,Elektronik
732,41,8434323,6,2738215,Fashion
733,18,6563653,8,449782,Makanan
734,26,9801402,6,397455,Fashion
735,46,2685503,5,1594309,Makanan
736,61,10811249,2,1676013,Fashion
737,21,12311825,4,1511215,Fashion
738,49,2337283,5,1713574,Elektronik
739,17,11966840,4,142199,Makanan
740,34,6777421,2,2698766,Elektronik
741,48,10779788,7,767463,Fashion
742,63,7696390,2,555950,Makanan
743,27,5699243,1,1290505,Fashion
744,37,4497934,5,1434358,Fashion
745,42,2578110,1,384796,Fashion
746,41,6218346,1,1635801,Fashion
747,38,6602606,1,2963745,Elektronik
748,43,8964203,6,971887,Fashion
749,29,10284578,9,922288,Elektronik
750,49,13099472,1,559603,Fashion
751,50,6343699,5,1768671,Makanan
752,57,9153314,9,1062753,Fashion
753,51,5710879,9,1442775,Fashion
754,17,13524217,1,2607929,Makanan
755,37,8926767,8,1970463,Makanan
756,64,11324391,1,2447431,Fashion
757,22,12548540,8,1390416,Fashion
758,44,4906492,1,184845,Elektronik
759,33,12154128,5,1123532,Makanan
760,21,5534150,8,1900827,Makanan
761,47,8142314,6,313672,Elektronik
762,21,7686321,9,2537077,Fashion
763,54,3741888,1,2233643,Fashion
764,19,13635042,9,1143164,Makanan
765,39,2122019,1,251657,Elektronik
766,53,14954764,3,1197728,Fashion
767,53,3765317,1,2799312,Makanan
768,26,2179001,3,846551,Fashion
769,26,13281535,2,1810439,Fashion
770,35,10202637,2,180775,Fashion
771,33,5245988,9,2454974,Makanan
772,37,11073102,8,276406,Elektronik
773,30,5127022,1,185753,Elektronik
774,25,14236797,4,2751731,Fashion
775,62,10982339,1,2737448,Elektronik
776,17,9045927,1,279489,Fashion
777,61,4416826,4,1505482,Makanan
778,29,9780047,2,862344,Makanan
779,20,6290447,3,1795234,Makanan
780,17,14252349,9,1510461,Fashion
781,56,2144771,2,875217,Elektronik
782,48,7214636,4,1723820,Makanan
783,50,7749593,1,244499,Fashion
784,44,3008923,2,2670916,Elektronik
785,47,13386719,5,1291649,Elektronik
786,24,3820908,1,2864236,Elektronik
787,55,12106142,7,431150,Fashion
788,42,10499970,4,2420128,Fashion
789,50,5916533,6,1550392,Fashion
790,19,7533831,8,1813998,Makanan
791,28,12425111,6,2474724,Fashion
792,17,6370602,2,923275,Makanan
793,60,4680990,1,989944,Makanan
794,21,6667592,8,2179708,Makanan
795,46,4362854,8,2739403,Fashion
796,46,9284268,9,271746,Makanan
797,33,4409409,6,2153715,Fashion
798,64,5050999,1,260995,Fashion
799,63,12127730,9,2686594,Makanan
800,39,5051622,3,2867532,Makanan
801,31,13174889,6,752221,Makanan
802,53,2775292,9,1588252,Fashion
803,37,5927352,3,472618,Fashion
804,30,4333647,5,2413648,Makanan
805,18,5723234,5,312328,Makanan
806,27,8572829,7,977888,Elektronik
807,55,12298825,4,1375039,Makanan
808,54,11989349,4,201521,Elektronik
809,50,2189073,7,368477,Elektronik
810,54,2359281,9,1926213,Fashion
811,50,9115972,4,2681866,Fashion
812,34,13496156,4,2941088,Elektronik
813,46,6414011,6,2596946,Elektronik
814,31,12727009,6,166775,Makanan
815,43,3085610,7,2180520,Elektronik
816,50,14754301,1,1073612,Makanan
817,54,10181932,3,816913,Fashion
818,49,9752342,9,1202417,Makanan
819,40,5858884,6,2068265,Fashion
820,31,3059165,6,540846,Elektronik
821,46,7300101,5,2526040,Elektronik
822,58,9595959,3,2358445,Elektronik
823,33,5933817,5,2927523,Makanan
824,21,13894780,1,58724,Fashion
825,45,8932973,3,1496876,Fashion
826,20,11214571,4,1788746,Fashion
827,26,2576515,5,1049781,Fashion
828,33,12751068,9,918729,Fashion
829,26,6287382,4,961531,Makanan
830,33,4050053,3,2036952,Fashion
831,36,7021983,1,2741773,Elektronik
832,40,2759401,6,774203,Fashion
833,21,3985681,7,2652393,Elektronik
834,50,4561913,8,1327752,Makanan
835,22,12207839,1,1625460,Makanan
836,18,6067784,4,1902175,Elektronik
837,29,13723987,5,2234996,Fashion
838,59,3549317,2,2919579,Makanan
839,59,6262511,1,2236903,Makanan
840,64,8625655,8,1228393,Makanan
841,27,2888698,6,1569123,Fashion
842,63,5486142,5,1703384,Elektronik
843,39,12597186,9,108326,Elektronik
844,32,3559657,2,573292,Fashion
845,47,12620554,8,1764718,Makanan
846,27,10196906,9,1271650,Fashion
847,32,9697808,1,1841123,Fashion
848,24,7938271,7,74022,Elektronik
849,20,5880323,8,134458,Fashion
850,56,2545726,3,2030698,Fashion
851,20,4680259,4,198317,Makanan
852,41,9766824,3,453243,Makanan
853,19,10830852,7,1505778,Elektronik
854,48,9399839,9,1733568,Makanan
855,19,2490999,3,446742,Fashion
856,43,5189189,6,797157,Fashion
857,45,8200853,8,1405081,Fashion
858,48,9622611,6,1330609,Elektronik
859,35,10796015,2,1247964,Makanan
860,37,11259766,7,1238347,Fashion
861,21,3303306,2,2882003,Makanan
862,34,7489612,2,2798881,Makanan
863,44,10809210,2,1982087,Makanan
864,58,14221417,1,1085670,Makanan
865,38,12016258,1,150960,Elektronik
866,37,8567304,7,1681329,Elektronik
867,22,10445243,5,2294897,Elektronik
868,17,13250957,3,1202738,Fashion
869,21,4343136,1,1229280,Fashion
870,57,7568017,6,527965,Fashion
871,28,6422888,1,2223089,Elektronik
872,42,13952968,9,2801087,Makanan
873,62,8424342,2,694938,Elektronik
874,50,9128146,1,442888,Fashion
875,30,3720444,7,792092,Fashion
876,42,2085166,6,1810352,Makanan
877,61,10074308,6,456497,Elektronik
878,43,12861614,5,309188,Makanan
879,25,5443571,4,2179700,Elektronik
880,42,14367574,4,1061403,Fashion
881,63,14253464,3,1466697,Makanan
882,38,2297883,8,1773580,Makanan
883,63,8850529,7,274731,Elektronik
884,46,14745964,9,1253522,Elektronik
885,59,14541175,1,1580451,Elektronik
886,64,2756079,7,1036291,Fashion
887,33,5633646,4,465505,Elektronik
888,42,3443401,7,1349636,Fashion
889,52,8770153,1,1496846,Elektronik
890,17,11004024,5,150020,Elektronik
891,24,14479981,3,681796,Fashion
892,51,12646841,5,116846,Elektronik
893,31,5011165,4,1455402,Fashion
894,63,13121014,2,492985,Fashion
895,38,3186430,4,1588309,Elektronik
896,30,6155304,3,426330,Elektronik
897,42,8915096,1,840689,Makanan
898,44,8710605,8,2556214,Elektronik
899,39,5809395,5,600846,Makanan
900,30,14295905,4,617476,Elektronik
901,40,13118345,5,2815524,Fashion
902,18,4659786,4,2704676,Fashion
903,61,3160714,3,619364,Makanan
904,42,10701524,5,2457698,Elektronik
905,30,14523924,4,2503763,Makanan
906,23,14623061,1,213148,Elektronik
907,19,10737452,3,1703201,Elektronik
908,63,13368950,8,165827,Fashion
909,39,14013264,7,1697128,Makanan
910,62,6322751,2,853767,Fashion
911,59,12947453,1,1876636,Fashion
912,63,7248575,3,2715213,Fashion
913,61,3612033,5,2854670,Makanan
914,34,4931531,1,340714,Elektronik
915,54,5324024,3,137995,Elektronik
916,51,9123753,3,2187810,Makanan
917,31,6875217,5,2467490,Elektronik
918,41,13856890,3,1297155,Makanan
919,53,3414474,9,2521168,Makanan
920,44,10741647,1,1001463,Elektronik
921,26,10050418,4,2593440,Fashion
922,55,11750033,4,750948,Makanan
923,33,12678754,1,118582,Makanan
924,55,7620724,2,487734,Makanan
925,38,4957498,1,193775,Makanan
926,42,7244761,6,1672320,Elektronik
927,60,8199951,3,629779,Elektronik
928,41,3569720,7,2417339,Makanan
929,33,11516395,5,2512508,Fashion
930,29,7181930,9,2666095,Elektronik
931,36,9496110,7,1862867,Fashion
932,41,9643374,4,2477636,Fashion
933,20,7134639,5,447152,Makanan
934,26,12324265,5,1443352,Elektronik
935,19,12371147,5,400912,Makanan
936,57,5571387,9,2010783,Makanan
937,61,6914150,3,2779617,Fashion
938,34,12098421,6,2697349,Fashion
939,63,7282433,8,1142734,Fashion
940,52,9738170,9,2810878,Makanan
941,63,2909210,7,2363349,Makanan
942,38,12340634,3,2009304,Makanan
943,50,10421374,1,2992915,Makanan
944,63,8240327,4,818278,Makanan
945,24,10158470,6,2078277,Makanan
946,56,8289270,3,777402,Makanan
947,60,14857261,1,1520634,Makanan
948,35,3460235,6,2819970,Elektronik
949,58,3458316,1,377526,Elektronik
950,57,3427197,9,1095144,Elektronik
951,53,6128784,1,1172895,Elektronik
952,22,9139580,6,323314,Makanan
953,42,6932048,1,694240,Makanan
954,50,8768419,7,2751585,Fashion
955,61,5861460,3,1885003,Fashion
956,22,9102983,6,1990634,Elektronik
957,53,5053380,7,2061022,Fashion
958,49,2311385,1,2949792,Elektronik
959,38,8918863,1,2837690,Makanan
960,37,9916323,5,2357396,Makanan
961,22,5607323,6,2811551,Fashion
962,22,8514524,9,64990,Makanan
963,64,8257838,1,2808953,Makanan
964,20,11322084,4,1041725,Elektronik
965,46,8415261,8,2276479,Fashion
966,27,12317462,9,2062039,Makanan
967,46,2809359,3,1519065,Fashion
968,47,12601417,2,2058580,Makanan
969,40,13338822,4,2139843,Elektronik
970,25,4201580,2,2801663,Makanan
971,19,3494139,1,2350313,Fashion
972,47,7473660,3,1449509,Fashion
973,56,5009828,7,1450171,Elektronik
974,53,6152092,1,2264934,Makanan
975,52,12178754,2,838797,Elektronik
976,40,2069518,1,2481500,Fashion
977,47,2176355,8,448216,Elektronik
978,22,12304942,5,2990656,Makanan
979,18,13153325,8,102499,Makanan
980,36,10508851,3,1355599,Elektronik
981,44,7201682,7,2478507,Fashion
982,27,8042060,8,1242555,Fashion
983,20,9230057,6,2295560,Elektronik
984,31,8687764,7,2854843,Makanan
985,22,5199039,2,421603,Makanan
986,46,12086426,8,2478079,Makanan
987,54,4776374,5,775311,Makanan
988,18,8683635,7,842904,Fashion
989,31,4318620,1,2512448,Makanan
990,27,5487379,5,1251507,Elektronik
991,24,12949445,1,1540194,Elektronik
992,42,14063550,8,1237910,Elektronik
993,61,9300259,4,2027146,Elektronik
994,60,8295425,4,2293778,Makanan
995,21,11472917,2,1629872,Fashion
996,22,4429151,5,1179375,Makanan
997,42,2041743,1,1901246,Fashion
998,20,10559556,9,2382170,Makanan
999,35,14057629,5,1049529,Fashion
1000,36,7521452,6,1377873,Elektronik
1001,49,8850322,2,626380,Elektronik
1002,36,9950806,1,2391059,Fashion
1003,28,10890401,4,1671968,Fashion
1004,63,10714892,7,2302507,Fashion
1005,17,3830314,6,1538221,Elektronik
1006,42,5777341,1,2093303,Elektronik
1007,30,10657116,1,1842470,Makanan
1008,54,6585315,8,1022461,Fashion
1009,53,7898931,4,78887,Fashion
1010,27,6976563,5,1537964,Fashion
1011,52,3770403,7,2937939,Elektronik
1012,29,6371272,8,2319758,Fashion
1013,59,9568370,7,301420,Fashion
1014,19,6929426,2,1694306,Elektronik
1015,49,11665093,4,1028778,Fashion
1016,22,2506995,1,2683719,Makanan
1017,26,4185454,9,695026,Elektronik
1018,21,8262094,3,713621,Elektronik
1019,39,9928248,3,2806986,Elektronik
1020,26,4072723,9,1714278,Makanan
1021,60,7227528,3,1913398,Elektronik
1022,18,13224351,8,2567293,Elektronik
1023,29,2565635,2,2491470,Elektronik
1024,56,2527409,3,2075131,Elektronik
1025,18,12569553,2,2367231,Makanan
1026,36,11989636,1,1341527,Fashion
1027,17,2287635,2,254470,Fashion
1028,53,2583510,8,1404444,Elektronik
1029,25,6722340,9,1633527,Makanan
1030,33,6778972,2,459336,Elektronik
1031,25,8335787,7,674559,Fashion
1032,27,13500108,5,2738828,Fashion
1033,31,3693481,3,1150911,Makanan
1034,40,5061342,9,2190467,Fashion
1035,54,2600198,6,2080245,Elektronik
1036,51,2397891,1,1500095,Makanan
1037,46,5081362,5,99334,Fashion
1038,47,6694505,7,2334116,Elektronik
1039,21,5647965,4,1290844,Makanan
1040,60,3041566,8,1950708,Elektronik
1041,30,14113084,5,256823,Fashion
1042,27,7081502,9,1803542,Elektronik
1043,25,3619282,9,822333,Makanan
1044,50,5434078,9,2964278,Elektronik
1045,28,14186804,1,2309477,Fashion
1046,51,12223903,2,729590,Makanan
1047,51,11459521,3,1891041,Makanan
1048,17,5297466,4,839097,Fashion
1049,56,6441971,9,339169,Elektronik
1050,38,6850825,6,2563901,Elektronik
1051,45,9323777,1,1013401,Fashion
1052,24,8805697,9,1962669,Makanan
1053,27,11275707,6,2005481,Fashion
1054,57,7595095,4,2666134,Makanan
1055,53,9438096,4,1086484,Makanan
1056,30,5053407,3,373392,Elektronik
1057,46,14533903,7,2432353,Fashion
1058,51,3417231,3,1702108,Makanan
1059,37,11919789,2,251703,Elektronik
1060,53,2407974,8,2506327,Fashion
1061,21,5604724,4,565728,Fashion
1062,35,8818922,8,117173,Makanan
1063,30,8847575,1,2882718,Makanan
1064,42,14716160,5,1684936,Makanan
1065,20,3151882,9,2604543,Fashion
1066,41,8456182,1,284046,Makanan
1067,61,10118612,4,2342007,Fashion
1068,58,11332739,6,406338,Elektronik
1069,41,8999366,8,2873251,Fashion
1070,34,4471321,3,1316702,Makanan
1071,56,2700270,5,2591410,Fashion
1072,24,10479025,7,757717,Makanan
1073,55,6622942,1,2768063,Elektronik
1074,56,11449168,7,2802878,Makanan
1075,30,2192458,8,174716,Makanan
1076,48,6718912,8,59907,Makanan
1077,54,12312390,9,932257,Makanan
1078,49,14998017,6,501095,Makanan
1079,39,5896937,6,1557291,Makanan
1080,31,11797399,2,1015701,Elektronik
1081,49,7497963,3,2416781,Elektronik
1082,41,12365458,4,1410247,Fashion
1083,33,6102553,4,2080680,Makanan
1084,49,13489226,8,2009612,Fashion
1085,63,13119911,1,830504,Elektronik
1086,18,10434858,4,1869073,Elektronik
1087,30,14393802,4,2238157,Makanan
1088,56,11739458,1,2729968,Makanan
1089,56,2475147,3,1071983,Fashion
1090,55,5017193,5,1743495,Elektronik
1091,22,14274458,6,1388519,Fashion
1092,22,4112368,9,1876650,Fashion
1093,19,12832053,9,1013843,Fashion
1094,23,8818753,9,2032167,Makanan
1095,24,2876336,1,1499238,Elektronik
1096,58,14219023,9,231532,Fashion
1097,31,8436737,8,1418980,Elektronik
1098,63,6898107,2,2406825,Elektronik
1099,45,7782197,1,2565091,Fashion
1100,49,12673829,1,1373663,Fashion
1101,46,13898651,6,2550674,Makanan
1102,55,14697368,9,2315008,Elektronik
1103,43,13859039,7,433545,Fashion
1104,52,6071867,5,1774391,Fashion
1105,45,9110953,2,271099,Elektronik
1106,54,14301095,1,1825384,Fashion
1107,49,3418060,2,1125947,Elektronik
1108,53,6228087,1,1197322,Fashion
1109,43,6228456,3,1724112,Elektronik
1110,49,6639022,6,2435023,Fashion
1111,20,7796260,8,688288,Fashion
1112,38,10537333,3,2739971,Makanan
1113,18,10879823,9,1661961,Elektronik
1114,26,7997804,5,1011795,Makanan
1115,21,4268693,7,2632467,Fashion
1116,26,5924152,8,727510,Elektronik
1117,49,9688659,3,2045258,Elektronik
1118,54,11296625,2,281944,Fashion
1119,29,10710506,2,1950704,Fashion
1120,47,2685338,5,2949232,Fashion
1121,63,5502415,1,156371,Fashion
1122,52,8334625,2,2445968,Elektronik
1123,61,10443353,9,2181745,Makanan
1124,40,3683032,7,457002,Elektronik
1125,31,7232651,6,1894823,Elektronik
1126,45,7954632,9,857734,Elektronik
1127,24,4118219,7,267872,Elektronik
1128,21,4148185,5,2494436,Fashion
1129,45,10433864,9,2482652,Makanan
1130,63,9037449,6,2720722,Elektronik
1131,20,10890872,6,702739,Elektronik
1132,28,5346145,4,957779,Makanan
1133,61,11328303,1,758074,Fashion
1134,18,4183955,5,1820971,Elektronik
1135,43,11640998,9,2170966,Fashion
1136,47,12604603,8,2302313,Elektronik
1137,52,2479809,8,2089242,Elektronik
1138,52,4650432,5,2596199,Makanan
1139,42,6175282,9,1180249,Makanan
1140,59,7455483,3,1674804,Fashion
1141,43,8864547,3,2233948,Elektronik
1142,21,13906455,1,1135052,Fashion
1143,36,3767413,9,2042363,Makanan
1144,27,14727194,6,2804281,Makanan
1145,26,4573697,2,2451574,Makanan
1146,56,5600952,8,1276642,Makanan
1147,54,3971277,9,2078978,Makanan
1148,22,7546510,9,1900642,Fashion
1149,24,11333348,2,2907547,Fashion
1150,39,13435163,2,176259,Makanan
1151,63,9896403,7,1502757,Elektronik
1152,42,8097020,4,888628,Elektronik
1153,62,7354342,1,1459399,Elektronik
1154,59,3196311,8,1277933,Elektronik
1155,28,14832649,2,593708,Elektronik
1156,42,2142157,3,842650,Makanan
1157,29,12675927,5,174283,Fashion
1158,56,6788109,3,493108,Makanan
1159,34,3462603,7,2876543,Elektronik
1160,41,11663637,7,2377613,Elektronik
1161,49,13409399,2,1963617,Fashion
1162,63,2136645,7,2361354,Makanan
1163,56,3652131,6,192298,Fashion
1164,59,3186837,9,697396,Elektronik
1165,28,10730829,9,2943630,Elektronik
1166,60,12824527,2,2393179,Fashion
1167,52,11568188,7,1994353,Elektronik
1168,64,9845219,5,87117,Makanan
1169,20,2053687,6,2075558,Elektronik
1170,21,4490272,1,238349,Elektronik
1171,53,8843308,7,591661,Makanan
1172,24,7173395,6,95452,Elektronik
1173,58,4629137,4,1105230,Fashion
1174,44,14263618,1,998784,Fashion
1175,47,6776415,9,1285789,Elektronik
1176,25,12428268,4,2270471,Makanan
1177,45,12408058,2,942078,Makanan
1178,30,12359748,8,269015,Fashion
1179,56,9208387,2,1911591,Elektronik
1180,57,8892180,5,1871969,Makanan
1181,38,5861607,6,1717106,Makanan
1182,27,13917042,8,973864,Fashion
1183,39,6124390,1,628256,Fashion
1184,17,4656222,1,709103,Makanan
1185,62,11515717,4,1498951,Fashion
1186,53,6434315,5,2310375,Makanan
1187,37,3553744,9,2278742,Elektronik
1188,42,6266988,7,2425948,Fashion
1189,62,7693014,7,1570253,Fashion
1190,52,10121485,8,1735978,Elektronik
1191,39,12176828,5,295615,Makanan
1192,17,14400326,5,825492,Makanan
1193,56,7459501,1,1038515,Fashion
1194,31,9575327,9,1463209,Makanan
1195,37,6013582,6,284537,Makanan
1196,63,4872875,9,1271996,Elektronik
1197,25,12218896,3,2877934,Elektronik
1198,25,3841646,5,126757,Elektronik
1199,26,14358187,2,1647259,Fashion
1200,42,7800545,5,183407,Elektronik
1201,57,9970564,8,1724842,Elektronik
1202,51,10038508,2,1561904,Makanan
1203,41,3596246,8,2391500,Elektronik
1204,42,12207847,4,705860,Fashion
1205,27,12639226,1,1747405,Elektronik
1206,54,10194253,5,418742,Fashion
1207,18,6428622,1,2359480,Makanan
1208,23,4469930,7,448759,Makanan
1209,34,2131936,8,757597,Elektronik
1210,43,10226036,3,1456891,Makanan
1211,50,7152030,3,1743287,Elektronik
1212,43,12368354,7,795076,Makanan
1213,33,6842256,4,580901,Fashion
1214,59,4469970,3,946465,Makanan
1215,60,7062581,8,1296511,Elektronik
1216,40,11685181,3,912634,Elektronik
1217,41,7312470,7,2042335,Elektronik
1218,23,13924255,2,1620925,Fashion
1219,22,4578682,1,135666,Makanan
1220,40,3504900,6,2693508,Elektronik
1221,49,13779272,8,885489,Fashion
1222,45,12010396,1,855378,Fashion
1223,59,14992837,9,2823059,Fashion
1224,38,10580504,3,659525,Makanan
1225,42,7283422,3,317913,Makanan
1226,44,6607765,4,1177775,Makanan
1227,37,11471937,1,2381083,Fashion
1228,23,9157676,9,216234,Makanan
1229,33,4380612,3,2628756,Elektronik
1230,36,10622587,4,2102004,Fashion
1231,57,10666712,1,2180586,Makanan
1232,36,7219574,4,858534,Fashion
1233,38,12387155,1,1120112,Fashion
1234,44,7569451,5,2870282,Makanan
1235,56,14433238,5,1203215,Fashion
1236,23,14513887,7,493604,Makanan
1237,17,6791882,8,2702587,Makanan
1238,48,8862758,4,1253307,Makanan
1239,29,14718062,7,1863743,Fashion
1240,46,2995893,4,2251815,Fashion
1241,39,13584855,3,1997188,Makanan
1242,35,12227658,6,73088,Fashion
1243,48,4670492,4,1167040,Makanan
1244,46,9354421,3,2139585,Elektronik
1245,45,12843865,9,1990929,Fashion
1246,61,4977299,5,896430,Fashion
1247,45,4934317,7,1925390,Elektronik
1248,46,14355522,6,2298323,Elektronik
1249,32,13692089,5,1845216,Elektronik
1250,56,6537454,7,1136315,Makanan
1251,35,10151168,6,1238037,Makanan
1252,34,3546064,2,67352,Elektronik
1253,17,5240641,3,176788,Makanan
1254,30,4715548,2,464364,Fashion
1255,63,2779091,3,2739480,Elektronik
1256,18,12755397,1,2072875,Fashion
1257,44,12555399,8,1026124,Makanan
1258,46,13765788,6,2597482,Elektronik
1259,54,3706930,2,690245,Makanan
1260,20,7967520,8,592036,Fashion
1261,17,2964795,6,1711500,Makanan
1262,24,12971844,7,1787627,Fashion
1263,45,3578458,1,165158,Makanan
1264,55,12198379,7,1318165,Fashion
1265,19,10658123,3,1294930,Makanan
1266,48,12008787,8,1852180,Elektronik
1267,26,7981804,6,2862872,Elektronik
1268,26,14185875,4,1370966,Makanan
1269,35,9583491,8,2389003,Fashion
1270,62,2671986,9,2206547,Makanan
1271,50,12723090,2,1052378,Elektronik
1272,49,13410394,6,1411020,Fashion
1273,39,10526508,5,272143,Makanan
1274,44,14902570,5,2933553,Makanan
1275,48,9845772,3,2948444,Fashion
1276,23,11672891,8,2688453,Makanan
1277,45,10048056,8,450623,Elektronik
1278,24,14207579,5,2647381,Elektronik
1279,17,8989875,8,2720519,Fashion
1280,19,11891669,8,84111,Makanan
1281,40,10901674,3,2990134,Makanan
1282,39,6008146,2,2353921,Elektronik
1283,24,4361331,9,532333,Fashion
1284,63,3158343,2,1589605,Fashion
1285,53,12919721,9,2365160,Fashion
1286,19,2541529,4,90565,Elektronik
1287,49,13063023,2,1329938,Elektronik
1288,44,6348530,1,661204,Fashion
1289,63,10283161,4,1178128,Fashion
1290,24,7156758,9,1088734,Makanan
1291,50,4153548,9,88233,Makanan
1292,51,11929627,4,1619986,Fashion
1293,48,10507528,9,334839,Elektronik
1294,40,2406547,6,1057992,Elektronik
1295,30,12047698,1,1749304,Makanan
1296,48,3657583,6,223806,Fashion
1297,62,2063014,9,393401,Elektronik
1298,59,14097970,2,2935089,Elektronik
1299,32,8477006,6,2021443,Elektronik
1300,20,7910494,2,2452910,Elektronik
1301,53,3235382,4,294300,Makanan
1302,37,7228298,8,200933,Elektronik
1303,30,6532889,7,829470,Elektronik
1304,47,13580457,9,714729,Fashion
1305,64,14271114,7,732031,Fashion
1306,34,12808101,1,1196602,Makanan
1307,23,10745386,2,1174232,Makanan
1308,26,11686290,6,1839695,Makanan
1309,23,9775679,7,2506982,Makanan
1310,49,5132293,3,2424785,Elektronik
1311,39,11929645,9,2206941,Fashion
1312,37,6032371,7,1579278,Elektronik
1313,35,4602352,6,1874382,Elektronik
1314,64,3531817,6,2668716,Elektronik
1315,35,8767835,1,2674491,Fashion
1316,52,4015074,5,219162,Makanan
1317,45,7715175,3,1651669,Makanan
1318,34,9745863,7,2978141,Fashion
1319,18,6720058,3,445771,Fashion
1320,17,14351539,5,2737434,Makanan
1321,63,14928942,7,2523301,Elektronik
1322,21,8619511,3,2949650,Makanan
1323,36,3802502,2,2807233,Fashion
1324,27,3462538,6,1962990,Makanan
1325,58,8379878,8,2939888,Makanan
1326,18,7745980,4,805584,Makanan
1327,19,4026819,9,390907,Fashion
1328,39,12463128,8,2520319,Fashion
1329,28,7209995,7,2119530,Makanan
1330,36,12821273,7,692059,Makanan
1331,21,5934053,3,2222994,Elektronik
1332,53,9632749,6,2149741,Elektronik
1333,54,7864075,5,2534319,Makanan
1334,46,2732722,1,2202070,Fashion
1335,25,7080692,3,2029681,Elektronik
1336,50,12180004,1,57711,Makanan
1337,60,8025261,4,1316548,Elektronik
1338,51,10245044,3,371574,Elektronik
1339,38,11589455,4,2865839,Elektronik
1340,60,11422712,9,1328890,Fashion
1341,40,12839308,3,800506,Makanan
1342,33,5875416,6,308989,Fashion
1343,26,7038460,6,923002,Fashion
1344,46,14406901,7,2268467,Elektronik
1345,62,11604661,9,1003680,Makanan
1346,39,9317619,7,353874,Elektronik
1347,48,8038602,1,1767321,Fashion
1348,33,6101599,8,1855166,Fashion
1349,33,12082608,5,1303159,Makanan
1350,30,3390598,9,732121,Fashion
1351,25,6546925,5,245507,Fashion
1352,56,12958457,5,2211096,Makanan
1353,18,11120266,2,515718,Elektronik
1354,61,14184923,3,1206013,Makanan
1355,41,6879797,9,1225370,Fashion
1356,55,5775702,7,384267,Makanan
1357,25,6090284,1,2432176,Elektronik
1358,38,8770161,3,706921,Fashion
1359,59,12788379,2,2200357,Elektronik
1360,62,8898410,1,156948,Elektronik
1361,20,4455918,9,1420530,Makanan
1362,42,10053048,8,2522385,Elektronik
1363,45,14194329,5,1687346,Makanan
1364,61,10093212,2,1429912,Makanan
1365,50,12754912,1,661442,Elektronik
1366,39,10699043,7,2365632,Makanan
1367,53,10547085,2,2663137,Makanan
1368,27,9588173,1,1782266,Elektronik
1369,22,12784290,2,1507931,Fashion
1370,34,9955229,7,178514,Makanan
1371,37,9110928,7,2966561,Makanan
1372,58,5730370,6,54983,Elektronik
1373,52,12826447,5,745269,Makanan
1374,57,5688173,3,1075926,Elektronik
1375,54,11735260,3,217806,Fashion
1376,50,8705836,9,2876866,Fashion
1377,33,10009806,4,691800,Elektronik
1378,53,14317293,9,116786,Fashion
1379,41,3980407,4,2414054,Elektronik
1380,54,8143192,2,1463387,Makanan
1381,28,5277746,4,1559491,Fashion
1382,39,2801125,6,132673,Makanan
1383,58,4386537,6,2300056,Makanan
1384,38,4998778,5,969372,Elektronik
1385,37,4693695,1,2406263,Fashion
1386,43,3768693,3,689157,Fashion
1387,47,12379769,5,1343520,Makanan
1388,22,14251557,6,2582230,Makanan
1389,43,11698623,1,331872,Elektronik
1390,56,7254230,9,483073,Fashion
1391,50,5856600,3,1519975,Elektronik
1392,28,14901865,3,531537,Elektronik
1393,61,2101894,2,699307,Elektronik
1394,23,3408277,8,2136866,Fashion
1395,26,12921808,3,1497072,Elektronik
1396,61,8188753,6,445380,Fashion
1397,33,11993200,2,2633092,Elektronik
1398,42,14862632,7,1867389,Makanan
1399,37,5567945,4,1489788,Elektronik
1400,44,5666569,9,2488920,Elektronik
1401,62,5229112,9,1772341,Fashion
1402,18,3048966,7,1625685,Makanan
1403,59,9820783,8,367234,Makanan
1404,17,9875889,3,1514308,Fashion
1405,52,14989157,5,2026553,Fashion
1406,42,6216794,2,1931462,Makanan
1407,45,11220915,7,1272178,Fashion
1408,37,4089632,8,1202849,Makanan
1409,27,9834112,9,2403348,Elektronik
1410,56,12229483,7,1989480,Elektronik
1411,27,6799412,8,273626,Makanan
1412,52,12757025,9,2357856,Makanan
1413,55,14584451,6,2383731,Elektronik
1414,56,13944579,2,992302,Elektronik
1415,51,9729578,2,2541231,Makanan
1416,50,14394997,4,2687588,Fashion
1417,63,2312579,9,2233697,Fashion
1418,40,8807040,7,1153035,Makanan
1419,38,14462150,2,2885857,Fashion
1420,21,8355421,8,2475485,Elektronik
1421,49,3563825,7,1615831,Elektronik
1422,52,5518920,9,2548497,Fashion
1423,63,6028604,8,141954,Makanan
1424,36,13866402,3,1908126,Elektronik
1425,35,9433980,1,994545,Elektronik
1426,51,3524631,2,663667,Elektronik
1427,59,11580498,2,333197,Fashion
1428,33,12733859,4,932816,Makanan
1429,61,7224369,6,546626,Fashion
1430,59,13281139,4,2002553,Makanan
1431,50,6961914,9,1796176,Makanan
1432,25,13212586,4,282415,Fashion
1433,42,14572191,6,504318,Elektronik
1434,18,9595853,6,328429,Makanan
1435,25,9650961,1,373733,Fashion
1436,25,2906395,8,2161096,Elektronik
1437,56,14216847,3,675329,Makanan
1438,33,14919342,6,1973884,Makanan
